ax, ay, az, gx, gy, gz, temp
-9.77553, -0.36871, 1.18274, 0.00613, -0.35853, 0.05423, 25.05847
-9.54808, -0.24181, 1.14443, 0.02518, -0.37704, 0.04836, 24.81885
-9.54329, -0.42856, 1.18274, 0.06368, -0.43700, 0.04796, 24.91470
-9.63187, -0.50278, 1.31442, 0.00413, -0.45765, 0.05156, 24.72301
-9.80186, -0.31843, 1.46046, 0.00573, -0.39636, 0.04983, 24.72301
-9.63666, -0.31603, 1.50116, 0.00346, -0.36545, 0.04943, 24.72301
-9.54089, -0.33519, 1.52511, 0.00520, -0.36785, 0.04970, 24.91470
-9.46907, -0.33040, 1.54665, 0.00053, -0.41675, 0.05049, 24.81885
-9.42118, -0.38786, 1.73101, -0.02691, -0.47910, 0.05716, 24.72301
-9.50259, -0.34955, 1.71904, -0.03904, -0.51521, 0.06062, 24.48339
-9.73722, -0.25139, 1.73340, -0.02478, -0.47923, 0.05263, 24.91470
-9.57681, -0.20590, 1.83635, 0.00799, -0.46364, 0.04557, 24.91470
-9.49062, -0.36392, 2.01592, 0.01359, -0.48962, 0.04636, 24.86678
-9.65103, -0.32082, 2.09253, 0.00799, -0.46111, 0.05063, 24.81885
-9.80905, -0.33279, 2.30322, 0.00773, -0.36292, 0.04943, 24.81885
-9.75158, -0.34237, 2.30801, 0.00746, -0.23542, 0.08660, 24.86678
-9.75877, -0.16520, 2.25534, 0.02292, -0.01239, 0.07874, 24.72301
-9.47625, -0.26815, 2.19788, 0.00053, -0.01785, 0.07634, 24.81885
-9.07642, -0.19632, 2.04944, 0.04703, -0.13616, 0.11298, 24.86678
-9.19852, -0.27054, 2.09014, 0.10245, -0.26833, 0.18546, 24.86678
-9.02375, -0.16041, 2.26252, 0.17280, -0.37251, 0.19079, 24.81885
-9.31823, -0.34477, 2.27928, 0.19465, -0.41035, 0.21157, 24.91470
-9.60314, -0.13647, 2.75333, 0.00000, -0.28432, 0.15468, 24.86678
-9.47146, -0.19632, 3.07416, 0.00280, -0.20944, 0.13470, 24.81885
-8.98544, -0.28491, 3.35907, -0.05423, -0.20677, 0.14629, 24.86678
-9.27753, 0.01676, 3.04782, -0.07461, -0.23355, 0.16800, 24.72301
-9.52892, 0.39025, 2.62165, 0.04557, -0.26926, 0.15495, 24.86678
-9.19613, 0.09337, 2.94966, 0.10778, -0.29604, 0.13323, 24.81885
-8.96389, 0.16520, 2.98078, 0.04423, -0.33361, 0.16174, 24.91470
-9.33499, 0.19632, 3.20105, 0.08700, -0.34560, 0.18386, 24.81885
-9.60075, 0.33040, 2.59531, 0.19838, -0.25594, 0.11858, 24.72301
-9.27274, -0.00958, 3.16992, 0.13856, -0.22569, 0.08687, 24.81885
-9.89045, -0.43096, 2.96402, 0.03730, -0.13723, 0.13603, 24.72301
-9.53610, 0.07901, 3.21781, -0.00027, 0.01239, 0.05489, 24.86678
-9.28471, 0.04310, 3.18189, -0.00173, 0.01905, 0.05836, 24.86678
-9.24641, 0.04310, 3.07416, -0.00040, -0.00187, 0.07075, 24.72301
-9.37330, 0.08859, 3.20584, 0.00133, -0.00013, 0.07008, 24.72301
-9.32063, 0.06464, 3.14598, 0.00107, 0.01239, 0.05796, 24.62716
-9.27514, 0.08619, 3.07894, -0.00320, 0.00733, 0.05982, 24.72301
-9.35654, 0.11732, 3.17232, -0.00426, 0.01679, 0.06302, 24.81885
-9.06924, -0.12210, 3.31836, -0.06515, 0.01945, 0.06915, 24.91470
-9.27514, -0.24421, 3.36625, -0.10952, 0.01665, 0.08713, 24.91470
-9.32302, 0.14605, 2.96642, -0.09246, 0.00893, 0.08713, 24.86678
-9.26077, 0.13408, 3.16274, -0.08887, 0.01346, 0.08727, 24.86678
-9.40442, 0.29209, 3.08373, -0.08993, 0.01519, 0.08074, 24.72301
-9.43076, 0.18675, 2.97839, -0.06195, 0.02971, 0.06968, 24.72301
-9.28711, 0.04549, 3.19626, -0.07341, 0.01905, 0.07381, 24.72301
-9.27993, 0.00239, 3.12683, -0.07434, 0.02158, 0.07434, 24.62716
-9.36851, 0.31364, 2.95444, -0.00493, 0.00480, 0.06328, 24.86678
-9.25838, 0.05028, 3.18908, 0.00506, -0.01146, 0.07767, 24.72301
-9.25838, 0.07183, 3.04303, 0.01226, -0.05756, 0.11005, 24.81885
-9.29669, 0.11013, 3.18908, 0.01266, -0.06848, 0.12537, 24.91470
-9.31344, 0.14126, 3.21541, 0.01039, -0.05995, 0.11578, 24.86678
-9.33020, 0.14126, 3.22260, 0.01172, -0.03930, 0.10312, 24.72301
-9.29669, 0.03831, 3.22978, -0.01146, 0.03477, 0.05236, 24.72301
-9.26796, 0.22027, 3.36625, -0.00640, 0.02225, 0.04850, 24.86678
-9.29190, 0.10534, 3.22499, -0.00426, 0.02078, 0.04823, 24.62716
-9.28471, 0.13647, 3.25611, -0.00440, 0.02944, 0.04863, 24.86678
-9.24401, 0.12929, 3.26090, -0.00533, 0.02438, 0.05089, 24.81885
-9.25838, 0.08859, 3.22499, -0.00853, 0.02118, 0.04890, 24.53132
-9.29190, 0.09577, 3.26809, -0.00493, 0.02425, 0.04543, 25.01054
-9.25120, 0.16759, 3.21302, -0.00386, 0.02438, 0.04730, 24.72301
-9.29190, 0.09337, 3.28006, 0.00133, 0.02705, 0.05156, 24.91470
-9.25359, 0.14844, 3.26569, -0.00373, 0.02651, 0.05329, 24.86678
-9.25598, 0.16041, 3.22499, -0.00719, 0.02758, 0.05196, 25.01054
-9.23444, 0.11492, 3.22260, -0.00959, 0.02904, 0.04796, 24.91470
-9.28471, 0.11492, 3.22738, -0.00320, 0.02265, 0.04916, 24.81885
-9.26077, 0.14365, 3.23217, -0.00520, 0.02638, 0.04823, 24.81885
-9.29190, 0.13408, 3.26090, -0.00346, 0.02625, 0.04796, 24.67508
-9.27035, 0.13408, 3.28963, -0.00506, 0.02611, 0.04983, 24.86678
-9.27753, 0.14605, 3.19387, -0.00693, 0.02665, 0.05143, 24.81885
-9.27753, 0.16281, 3.18668, -0.00533, 0.02518, 0.05236, 24.86678
-9.28711, 0.11253, 3.28006, -0.00400, 0.02345, 0.05089, 24.62716
-9.26317, 0.12450, 3.25372, -0.00133, 0.02811, 0.05036, 24.91470
-9.27753, 0.12450, 3.26809, -0.00693, 0.02252, 0.05289, 24.81885
-9.28232, 0.17238, 3.29682, -0.00173, 0.02731, 0.05223, 24.72301
-9.27514, 0.15323, 3.24175, -0.00426, 0.02545, 0.05036, 24.72301
-9.25359, 0.12929, 3.18189, -0.00586, 0.02518, 0.04770, 24.81885
-9.30866, 0.07661, 3.20823, -0.00746, 0.02425, 0.04930, 25.01054
-9.26796, 0.12210, 3.23217, -0.00653, 0.02478, 0.04823, 24.67508
-9.25838, 0.12210, 3.21302, -0.00560, 0.02425, 0.05223, 25.05847
-9.27993, 0.16041, 3.21781, -0.00706, 0.02411, 0.05329, 24.81885
-9.27514, 0.13886, 3.16274, -0.00666, 0.02478, 0.05396, 24.91470
-9.25598, 0.09337, 3.23696, -0.00440, 0.02425, 0.04916, 24.91470
-9.27993, 0.13168, 3.22260, -0.00746, 0.02372, 0.05369, 24.91470
-9.26317, 0.12689, 3.22499, -0.00759, 0.02625, 0.05636, 24.91470
-9.27274, 0.11971, 3.20105, -0.00786, 0.02305, 0.04783, 24.91470
-9.24880, 0.11013, 3.21062, -0.00733, 0.02411, 0.04610, 24.81885
-9.26317, 0.12450, 3.23935, -0.00693, 0.02531, 0.05023, 24.72301
-9.25598, 0.10774, 3.27287, -0.00360, 0.02038, 0.05009, 24.81885
-9.28950, 0.15083, 3.20823, -0.00200, 0.02518, 0.05409, 24.86678
-9.31344, 0.12210, 3.21302, 0.00147, 0.02332, 0.05209, 24.72301
-9.25120, 0.12450, 3.20584, -0.00187, 0.02691, 0.05489, 24.86678
-9.24641, 0.11732, 3.28245, -0.00160, 0.02545, 0.04943, 24.91470
-9.25838, 0.13168, 3.24893, -0.00253, 0.02132, 0.05049, 24.81885
-9.25598, 0.11732, 3.19865, -0.00893, 0.02545, 0.05196, 24.72301
-9.25120, 0.15802, 3.18908, -0.00759, 0.02305, 0.05169, 24.91470
-9.27753, 0.09337, 3.20823, -0.00067, 0.02372, 0.05076, 24.86678
-9.32302, 0.10774, 3.22260, -0.00733, 0.02385, 0.04890, 24.62716
-9.24880, 0.09577, 3.23217, -0.00613, 0.02238, 0.04756, 24.72301
